invoice_id,customer_code,product_code,quantity,unit_price,row_id,revenue,date,weekday,weekday_num,year_month
3,customer1,879200,10.0,950000.0,1,9500000.0,2025-03-30,Sunday,6,2025-03
3,customer1,879193,8.0,1400000.0,2,11200000.0,2025-03-30,Sunday,6,2025-03
3,customer1,879516052,5.0,450000.0,3,2250000.0,2025-03-30,Sunday,6,2025-03
5,customer3,115,4.0,70000.0,1,280000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,855341113,1.0,617000.0,2,617000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,855341805,1.0,2750000.0,3,2750000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,160,2.0,48000000.0,4,96000000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,118,12.0,60000.0,5,720000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,855321201,2.0,32000.0,6,64000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,855121104,2.0,1250000.0,7,2500000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,256,4.0,250000.0,8,1000000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,855321105,5.0,40000.0,9,200000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,855121404,2.0,2500000.0,10,5000000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,641522,2.0,3500000.0,11,7000000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,470,4.0,3300000.0,12,13200000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,611,2.0,500000.0,13,1000000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,646,1.0,2700000.0,14,2700000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,647,4.0,2200000.0,15,8800000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,855121162,4.0,1100000.0,16,4400000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,641642,2.0,3600000.0,17,7200000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,1233,2.0,450000.0,18,900000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,855121235,2.0,1050000.0,19,2100000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,855121402,4.0,1500000.0,20,6000000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,819161025,32.0,411730.0,21,13175360.0,2025-04-01,Tuesday,1,2025-04
5,customer3,879163,3.0,3400000.0,22,10200000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,879164,4.0,2600000.0,23,10400000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,879177,2.0,6000000.0,24,12000000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,879001,2.0,6000000.0,25,12000000.0,2025-04-01,Tuesday,1,2025-04
5,customer3,879516116,1.5,1400000.0,26,2100000.0,2025-04-01,Tuesday,1,2025-04
6,customer4,879516186,1.0,447000000.0,1,447000000.0,2025-04-07,Monday,0,2025-04
6,customer4,149,1.0,45000000.0,2,45000000.0,2025-04-07,Monday,0,2025-04
7,customer5,819141020,16.0,291720.0,1,4667520.0,2025-04-07,Monday,0,2025-04
7,customer5,855321101,10.0,33330.0,2,333300.0,2025-04-07,Monday,0,2025-04
7,customer5,855321301,10.0,43890.0,3,438900.0,2025-04-07,Monday,0,2025-04
7,customer5,341901,1.0,654000.0,4,654000.0,2025-04-07,Monday,0,2025-04
7,customer5,1199,10.0,50000.0,5,500000.0,2025-04-07,Monday,0,2025-04
8,customer5,819141020,20.0,291720.0,1,5834400.0,2025-04-05,Saturday,5,2025-04
9,customer6,855141504,1.0,2587420.0,1,2587420.0,2025-04-07,Monday,0,2025-04
9,customer6,807261401,29.0,22330.0,2,647570.0,2025-04-07,Monday,0,2025-04
9,customer6,641412,1.0,5570400.0,3,5570400.0,2025-04-07,Monday,0,2025-04
9,customer6,747,3.0,950000.0,4,2850000.0,2025-04-07,Monday,0,2025-04
9,customer6,516,1.0,1500000.0,5,1500000.0,2025-04-07,Monday,0,2025-04
9,customer6,855162642,2.0,1860320.0,6,3720640.0,2025-04-07,Monday,0,2025-04
9,customer6,855161302,6.0,1813570.0,7,10881420.0,2025-04-07,Monday,0,2025-04
9,customer6,855161102,2.0,1139050.0,8,2278100.0,2025-04-07,Monday,0,2025-04
9,customer6,371016,212.0,24310.0,9,5153720.0,2025-04-07,Monday,0,2025-04
9,customer6,371020,28.0,30800.0,10,862400.0,2025-04-07,Monday,0,2025-04
9,customer6,855311138,2.0,18185860.0,11,36371720.0,2025-04-07,Monday,0,2025-04
9,customer6,641642,1.0,3277890.0,12,3277890.0,2025-04-07,Monday,0,2025-04
9,customer6,641436,2.0,10216690.0,13,20433380.0,2025-04-07,Monday,0,2025-04
9,customer6,855121142,2.0,960190.0,14,1920380.0,2025-04-07,Monday,0,2025-04
9,customer6,323035,1.0,7851690.0,15,7851690.0,2025-04-07,Monday,0,2025-04
9,customer6,855121235,3.0,886490.0,16,2659470.0,2025-04-07,Monday,0,2025-04
9,customer6,855121432,2.0,2409880.0,17,4819760.0,2025-04-07,Monday,0,2025-04
9,customer6,855311134,2.0,9182360.0,18,18364720.0,2025-04-07,Monday,0,2025-04
9,customer6,855121906,3.0,1159840.0,19,3479520.0,2025-04-07,Monday,0,2025-04
9,customer6,417,3.0,700000.0,20,2100000.0,2025-04-07,Monday,0,2025-04
9,customer6,855141104,1.0,1634930.0,21,1634930.0,2025-04-07,Monday,0,2025-04
9,customer6,855162410,3.0,1789150.0,22,5367450.0,2025-04-07,Monday,0,2025-04
9,customer6,92632,1.8,1404150.0,23,2527470.0,2025-04-07,Monday,0,2025-04
9,customer6,807311119,8.0,259380.0,24,2075040.0,2025-04-07,Monday,0,2025-04
9,customer6,807311125,1.0,320100.0,25,320100.0,2025-04-07,Monday,0,2025-04
9,customer6,855163402,4.0,2631200.0,26,10524800.0,2025-04-07,Monday,0,2025-04
9,customer6,323065,1.0,11018700.0,27,11018700.0,2025-04-07,Monday,0,2025-04
9,customer6,807311110,5.0,56760.0,28,283800.0,2025-04-07,Monday,0,2025-04
9,customer6,813121020,65.5,533830.0,29,34965865.0,2025-04-07,Monday,0,2025-04
9,customer6,855161710,4.0,1154230.0,30,4616920.0,2025-04-07,Monday,0,2025-04
9,customer6,855162402,23.0,1307680.0,31,30076640.0,2025-04-07,Monday,0,2025-04
9,customer6,855141502,3.0,1864830.0,32,5594490.0,2025-04-07,Monday,0,2025-04
9,customer6,855121102,6.0,572550.0,33,3435300.0,2025-04-07,Monday,0,2025-04
9,customer6,807311113,2.0,107030.0,34,214060.0,2025-04-07,Monday,0,2025-04
9,customer6,813121016,309.0,301730.0,35,93234570.0,2025-04-07,Monday,0,2025-04
10,customer7,807261401,300.0,24640.0,1,7392000.0,2025-04-10,Thursday,3,2025-04
10,customer7,819161020,280.0,258280.0,2,72318400.0,2025-04-10,Thursday,3,2025-04
10,customer7,546,100.0,52360.0,3,5236000.0,2025-04-10,Thursday,3,2025-04
10,customer7,371020,100.0,41470.0,4,4147000.0,2025-04-10,Thursday,3,2025-04
10,customer7,861645151,10.0,1600060.0,5,16000600.0,2025-04-10,Thursday,3,2025-04
